Library_Serial_Number,Library_Name,District_Code,District_Name,Address,Phone_Number,Website_URL,Operating_Hours,Regular_Closed_Days,Library_Type_Code,Library_Type_Name,Latitude,Longitude
5,Seoulgyoyukcheongjeongdok Library,17,Jongno-gu,Seoul jongrogu bukchonro5gil 48,02-2011-5799,http://jdlib.sen.go.kr,"Weekdays : 09:00~20:00, Weekends : 09:00~17:00","1,3week Wednesday and Legal Holidays",1,Public Library,37.58103147,126.983694
6,Seoulgyoyukcheongjongro Library,17,Jongno-gu,Seoul jongrogu sajikro9gil 15-14,02-721-0707,http://jnlib.sen.go.kr,"Weekdays : 09:00~20:00, Weekends : 09:00~17:00","2,4week Monday and Legal Holidays",1,Public Library,37.5764504,126.9664672
1390,Areumkkum Library,17,Jongno-gu,Seoul jongrogu jongro58gagil 19,02-2237-6644,http://lib.jongno.go.kr/,"Weekdays : 10:00~19:00, Weekends : 10:00~19:00","Every Sunday, 1월1일, 설연휴, 추석연휴",1,Public Library,37.57261854,127.0169671
2603,Children cheongsonyeon gukhak Library,17,Jongno-gu,Seoul jongrogu myeongryungil 26,02-747-8335~6,http://lib.jongno.go.kr,"Weekdays : 10:00~21:00, Weekends : 10:00~19:00  *동절기(1,2월) 야간 미운영","Every Sunday, Legal Holidays",1,Public Library,37.5885021,126.9932172
2808,Je3uisigan,17,Jongno-gu,"Seoul jongrogu daehakro10gil 8 (dongsungdong), ribeuraep 3-5F",0507-1349-5449,,"Weekdays : 13:00~18:00, Weekends : 10:00~18:00","Every 월,Tuesday",1,Public Library,37.581578271361,127.002617935151
1410,Cheongunmunhak Library,17,Jongno-gu,Seoul jongrogu jahamunro36gil 40,070-4680-4032-3,http://lib.jongno.go.kr/,"Weekdays : 10:00~21:00, Weekends : 10:00~19:00  *동절기(1,2월) 야간 미운영","Every Monday, 1월1일, 설연휴, 추석연휴 ",1,Public Library,37.59037936,126.9659196
85,Gaon Library,15,Jung-gu,Seoul junggu donghoro14gil 18,02.2230-2921,https://www.junggulib.or.kr/,"Weekdays : 09:00~22:00, Weekends : 09:00~22:00",Every Monday and Legal Holidays(Sunday제외),1,Public Library,37.5563848,127.0108371
2612,Namsantaun Children Library,15,Jung-gu,Seoul junggu dasanro 32,02-2230-2941,https://www.junggulib.or.kr/,"Weekdays : 09:00~22:00, Weekends : 09:00~18:00","2.4week Sunday, 1.3.5week Monday, Legal Holidays",1,Public Library,37.54949484,127.0088734
2716,Dasanseonggwak Library,15,Jung-gu,Seoul junggu donghoro17gil 173,02-2230-2965,https://www.junggulib.or.kr/,"Weekdays : 09:00~22:00, Weekends : 09:00~22:00",Every Monday and Legal Holidays(Sunday제외),1,Public Library,37.5516333485016,127.004389431374
2768,Songijeong Culture Library,15,Jung-gu,Seoul junggu songijeongro 101-3,02-2230-2950,https://www.junggulib.or.kr/,"Weekdays : 09:00~22:00, Weekends : 09:00~22:00",Every Monday and Legal Holidays(Sunday제외),1,Public Library,37.5559207289285,126.964537696454
2618,Songijeong Children Library,15,Jung-gu,Seoul junggu songijeongro 101,02-2230-2945,https://www.junggulib.or.kr/,"Weekdays : 09:00~22:00, Weekends : 09:00~18:00",Every Monday and Legal Holidays(Sunday 제외),1,Public Library,37.5551209,126.9625541
2715,Sindangnuri Library,15,Jung-gu,Seoul junggu dasanro 33gil 3 1F,02-2230-2960,https://www.junggulib.or.kr/,"Weekdays : 09:00~22:00, Weekends : 09:00~18:00","Every Sunday, Legal Holidays",1,Public Library,37.5620188844565,127.014445018452
923,Eoulrim Library,15,Jung-gu,Seoul junggu dasanro38gil 66-35,02-2230-2901,https://www.junggulib.or.kr/,"Weekdays : 09:00~22:00, Weekends : 09:00~22:00",Every Monday and Legal Holidays(Sunday제외),1,Public Library,37.56171915,127.0189284
69,Hangukhaksaenggonggong Librarydaehak Culture won(guhangukhaksaeng Library),15,Jung-gu,Seoul junggu donghoro27gil 30,02-2275-0753,http://www.ksplibrary.co.kr/,"Weekdays : 07:00~21:00, Weekends : 09:00~21:00","설, 추석연휴",1,Public Library,37.56070426,127.0021513
2144,Yangwonsupsok Library,20,Jungnang-gu,Seoul jungranggu songrimgil 172(mangudong),02-432-0710,http://www.jungnanglib.seoul.kr/ywlib/,"Weekdays : 09:00~18:00, Weekends : 토:09:00?17:00, 일:10:00~17:00","Every Monday, Legal Holidays and 근로자의날(5월1일), 창립기념일(12월1일)",1,Public Library,37.60266318,127.1039257
29,Jungrang District myeonmok Information Library,20,Jungnang-gu,Seoul jungranggu myeonmokro 397(myeonmokdong),02-432-4123,http://www.jungnanglib.seoul.kr/mmlib/,"Weekdays : 09:00~22:00(Monday은 09:00~17:00), Weekends : 09:00~17:00","매월 쳇째, 3rd Monday, Legal Holidays and 근로자의날(5월1일), 창립기념일(12월1일)",1,Public Library,37.58735398,127.0875542
28,Jungrang District Information Library,20,Jungnang-gu,Seoul jungranggu sinnaero15gil 197(mukdong),02-3407-1111,http://www.jungnanglib.seoul.kr,"Weekdays : 09:00~22:00(Monday은 09:00~18:00), Weekends : 09:00~17:00","매월 2nd, 4th Monday, Legal Holidays and 근로자의날(5월1일), 창립기념일(8월12일)",1,Public Library,37.61517065,127.0869063
2638,Jungrangsangbong Library,20,Jungnang-gu,Seoul jungranggu dongilro114gil 10(sangbongdong),02-2209-0094,http://www.jungnanglib.seoul.kr/sblib/index.php,"Weekdays : 09:00~22:00(유아어린이자료실 09:00~18:00, 스마트라운지: 09:00~20:00) Weekends : 09:00~17:00","Every Monday, Legal Holidays and 근로자의날(5월1일), 창립기념일(8월12일)",1,Public Library,37.5930958,127.0787114
1078,Jungrangsup Children Library,20,Jungnang-gu,Seoul jungranggu manguro73gil 46-1(mangudong),02-6235-1150,http://www.jungnanglib.seoul.kr/suplib/index.php,"Weekdays : 09:00~18:00, Weekends : 09:00~17:00","Every Monday, Legal Holidays and 근로자의날(5월1일), 창립기념일(12월1일)",1,Public Library,37.60266318,127.1039257
2891,Junghwamunhak Library,20,Jungnang-gu,Seoulsi jungranggu bonghwasanro 27 junghwa2dongbokhapcheongsa 3-4F,02-3407-1400,https://www.jungnanglib.seoul.kr/jhmlib,"Tuesday~Friday 9:00~22:00 / Weekends(Saturday, Sunday) 9:00~17:00","Every Monday and Legal Holidays, 재단창립기념일(8월12일) 휴관",1,Public Library,37.6020210137217,127.077421772621
1688,Junghwa Children Library,20,Jungnang-gu,Seoul jungranggu jungrangyeokro3gil 28(junghwadong),02-494-1846,https://www.jungnanglib.seoul.kr/jhklib/,"Weekdays : 09:00~18:00, Saturday : 10:00~17:00","Every Sunday, Legal Holidays and 근로자의날(5월1일), 창립기념일(8월12일)",1,Public Library,37.59504537,127.0747092
